,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Flight Date
7247,49445,Female,Loyal Customer,35,Business travel,Business,2584,1,1,1,1,3,3,3,5,5,5,5,2,5,2,27,28.0,satisfied,2023-12-08
7248,26113,Female,disloyal Customer,27,Business travel,Business,545,4,4,4,3,3,4,3,3,4,3,5,5,4,3,8,0.0,satisfied,2024-01-28
7249,30985,Male,Loyal Customer,50,Personal Travel,Eco,1476,3,1,3,4,5,3,5,5,3,4,4,1,4,5,0,2.0,neutral or dissatisfied,2024-08-08
7250,61002,Female,Loyal Customer,23,Business travel,Business,2211,4,5,5,5,4,4,4,4,1,5,3,4,3,4,38,31.0,neutral or dissatisfied,2023-11-01
7251,101867,Female,Loyal Customer,18,Business travel,Eco,1747,0,5,5,5,0,1,4,0,4,3,4,2,4,0,86,59.0,neutral or dissatisfied,2025-03-02
7252,22214,Female,Loyal Customer,57,Personal Travel,Eco,633,1,5,1,1,5,5,4,2,2,1,3,4,2,4,4,0.0,neutral or dissatisfied,2023-09-21
7253,75543,Female,disloyal Customer,24,Business travel,Business,337,5,0,4,3,5,4,5,5,3,2,5,3,4,5,0,0.0,satisfied,2025-02-12
7254,29622,Male,Loyal Customer,9,Business travel,Business,1448,1,1,1,1,5,5,5,5,1,4,5,1,3,5,0,0.0,satisfied,2024-04-21
7255,101739,Female,Loyal Customer,52,Business travel,Business,1590,3,3,3,3,2,5,5,5,5,5,5,4,5,5,0,11.0,satisfied,2024-12-20
7256,36023,Male,Loyal Customer,31,Business travel,Business,2653,2,5,5,5,2,2,2,2,3,1,4,1,4,2,0,0.0,neutral or dissatisfied,2024-09-07
7257,122533,Female,Loyal Customer,25,Business travel,Business,500,5,5,4,5,5,5,5,5,4,5,5,3,5,5,0,0.0,satisfied,2024-07-06
7258,24962,Female,Loyal Customer,53,Business travel,Eco,226,5,3,3,3,4,1,4,5,5,5,5,3,5,5,8,0.0,satisfied,2023-02-14
7259,33538,Female,Loyal Customer,47,Business travel,Business,474,2,1,2,2,5,5,4,3,3,4,3,5,3,5,0,12.0,satisfied,2025-03-12
7260,1492,Male,Loyal Customer,26,Business travel,Business,2891,5,5,5,5,5,4,5,5,4,2,4,5,5,5,4,0.0,satisfied,2024-08-19
7261,38068,Male,Loyal Customer,31,Business travel,Business,2824,1,1,4,1,5,5,5,5,2,1,3,3,5,5,7,0.0,satisfied,2025-01-31
7262,107592,Male,disloyal Customer,39,Business travel,Business,423,3,3,3,3,3,3,4,3,4,4,5,3,4,3,1,0.0,neutral or dissatisfied,2025-07-09
7263,44906,Male,Loyal Customer,22,Business travel,Business,3174,3,3,3,3,4,4,4,4,1,5,5,5,5,4,0,30.0,satisfied,2024-02-13
7264,125677,Male,Loyal Customer,29,Business travel,Business,759,1,2,2,2,1,1,1,1,1,1,3,3,3,1,1,0.0,neutral or dissatisfied,2023-11-23
7265,73272,Female,Loyal Customer,56,Business travel,Business,1182,4,4,4,4,3,5,5,5,5,5,5,4,5,4,0,0.0,satisfied,2024-08-02
7266,89039,Female,Loyal Customer,46,Business travel,Business,1892,3,3,3,3,5,3,4,5,5,5,5,4,5,3,14,3.0,satisfied,2025-02-06
7267,62796,Female,Loyal Customer,61,Personal Travel,Eco,2615,3,4,3,1,3,3,3,5,2,4,5,3,5,3,0,14.0,neutral or dissatisfied,2024-09-09
7268,96535,Female,Loyal Customer,7,Personal Travel,Eco,436,2,4,2,4,1,2,1,1,1,4,3,1,4,1,0,0.0,neutral or dissatisfied,2025-04-12
7269,89020,Male,Loyal Customer,60,Business travel,Business,2139,4,1,1,1,2,2,3,4,4,4,4,2,4,2,3,0.0,neutral or dissatisfied,2024-11-13
7270,43141,Female,Loyal Customer,27,Personal Travel,Eco Plus,192,3,4,3,3,1,3,1,1,3,5,5,4,4,1,0,0.0,neutral or dissatisfied,2023-08-30
7271,55838,Male,disloyal Customer,41,Business travel,Eco,1396,2,2,2,3,3,2,2,3,4,5,3,2,4,3,20,1.0,neutral or dissatisfied,2023-07-15
7272,15755,Female,Loyal Customer,42,Business travel,Business,1990,5,5,4,5,5,1,5,2,2,2,2,5,2,4,0,0.0,satisfied,2023-08-26
7273,56353,Male,Loyal Customer,40,Personal Travel,Eco,200,3,4,3,2,1,3,1,1,3,3,1,4,5,1,0,0.0,neutral or dissatisfied,2025-12-24
7274,81716,Male,Loyal Customer,44,Business travel,Business,2853,4,4,4,4,3,4,5,5,5,5,5,4,5,3,0,0.0,satisfied,2024-07-29
7275,104209,Male,Loyal Customer,58,Business travel,Business,3171,3,3,3,3,2,5,4,5,5,5,5,4,5,3,64,63.0,satisfied,2025-04-25
7276,102136,Female,Loyal Customer,40,Business travel,Business,1788,5,5,5,5,4,4,4,5,5,5,5,5,5,5,84,92.0,satisfied,2025-04-25
7277,26235,Male,Loyal Customer,55,Personal Travel,Eco,404,3,4,3,3,2,3,2,2,3,2,4,5,4,2,0,13.0,neutral or dissatisfied,2025-10-22
7278,32587,Female,disloyal Customer,43,Business travel,Eco,163,2,0,2,4,4,2,4,4,4,3,2,4,5,4,0,3.0,neutral or dissatisfied,2024-01-20
7279,124687,Female,Loyal Customer,45,Business travel,Business,1750,2,4,4,4,2,2,3,2,2,2,2,1,2,2,0,0.0,neutral or dissatisfied,2024-12-23
7280,18516,Female,Loyal Customer,26,Business travel,Eco,190,0,5,0,3,2,0,2,2,1,4,4,2,3,2,0,0.0,satisfied,2024-06-10
7281,9952,Male,Loyal Customer,11,Business travel,Business,2040,5,5,5,5,5,5,5,5,3,4,5,3,4,5,0,0.0,satisfied,2024-04-19
7282,78427,Male,Loyal Customer,59,Business travel,Business,2349,5,5,5,5,3,5,4,5,5,5,5,5,5,3,47,77.0,satisfied,2025-05-26
7283,66681,Female,Loyal Customer,26,Business travel,Business,802,4,5,5,5,4,4,4,4,4,5,4,2,3,4,1,0.0,neutral or dissatisfied,2025-10-14
7284,68210,Male,Loyal Customer,47,Business travel,Business,3421,2,2,2,2,5,5,5,4,4,4,4,3,4,5,0,1.0,satisfied,2023-06-03
7285,108037,Female,Loyal Customer,16,Personal Travel,Eco,306,3,5,3,2,2,3,2,2,4,5,5,3,5,2,9,5.0,neutral or dissatisfied,2024-04-04
7286,77270,Male,Loyal Customer,14,Personal Travel,Eco Plus,1590,2,5,2,5,2,2,1,2,3,4,4,3,4,2,0,0.0,neutral or dissatisfied,2023-11-27
7287,108056,Female,Loyal Customer,30,Personal Travel,Eco,591,1,4,1,2,1,4,5,4,4,4,4,5,4,5,158,166.0,neutral or dissatisfied,2025-08-05
7288,25407,Male,Loyal Customer,47,Business travel,Business,2578,5,5,1,5,1,2,3,5,5,5,5,5,5,1,0,0.0,satisfied,2025-06-18
7289,82133,Male,Loyal Customer,59,Business travel,Business,1517,3,3,3,3,5,5,5,4,4,4,4,3,4,3,0,6.0,satisfied,2024-09-25
7290,85827,Male,Loyal Customer,19,Personal Travel,Eco,666,4,4,4,4,3,4,2,3,1,4,5,4,1,3,16,32.0,neutral or dissatisfied,2023-03-03
7291,124764,Male,Loyal Customer,52,Business travel,Business,3908,0,0,0,1,5,4,5,4,4,4,4,5,4,3,0,0.0,satisfied,2025-10-22
7292,77463,Female,Loyal Customer,30,Business travel,Business,2306,4,3,3,3,4,4,4,4,1,1,3,4,3,4,0,0.0,neutral or dissatisfied,2024-12-15
7293,51980,Female,Loyal Customer,34,Personal Travel,Eco,347,2,5,2,4,5,2,5,5,3,3,4,5,5,5,0,0.0,neutral or dissatisfied,2024-02-04
7294,51060,Female,Loyal Customer,20,Personal Travel,Eco,158,2,4,2,3,3,2,3,3,4,4,4,4,4,3,67,71.0,neutral or dissatisfied,2024-02-29
7295,1469,Female,Loyal Customer,69,Personal Travel,Eco,695,3,4,3,4,4,3,4,2,2,3,2,2,2,2,11,11.0,neutral or dissatisfied,2024-04-29
7296,90307,Male,Loyal Customer,62,Personal Travel,Eco,879,3,4,3,3,1,3,1,1,3,3,3,2,3,1,0,0.0,neutral or dissatisfied,2023-04-17
7297,88939,Male,Loyal Customer,35,Business travel,Business,1697,5,5,5,5,3,5,5,4,4,4,4,5,4,4,12,18.0,satisfied,2025-12-27
7298,118367,Female,Loyal Customer,52,Business travel,Eco Plus,602,1,5,5,5,5,3,3,1,1,1,1,2,1,3,37,29.0,neutral or dissatisfied,2024-10-23
7299,124935,Female,Loyal Customer,56,Personal Travel,Eco,728,2,1,2,4,2,2,3,4,4,3,3,3,2,3,118,166.0,neutral or dissatisfied,2023-11-20
7300,17564,Female,Loyal Customer,29,Business travel,Business,1034,2,2,2,2,4,4,4,4,5,5,2,4,1,4,0,0.0,satisfied,2023-05-14
7301,27316,Female,Loyal Customer,24,Business travel,Business,671,5,5,5,5,5,5,5,5,5,5,2,2,2,5,0,0.0,satisfied,2023-02-17
7302,42136,Male,Loyal Customer,43,Business travel,Business,2115,5,5,5,5,2,5,4,3,3,4,3,5,3,3,0,0.0,satisfied,2025-05-13
7303,111204,Female,disloyal Customer,50,Business travel,Business,1506,2,2,2,1,4,2,4,4,3,3,5,3,4,4,0,0.0,neutral or dissatisfied,2025-06-27
7304,34071,Female,Loyal Customer,37,Personal Travel,Eco,1674,1,4,1,3,4,1,1,4,2,5,3,1,4,4,0,0.0,neutral or dissatisfied,2025-04-24
7305,127363,Male,Loyal Customer,27,Business travel,Business,2783,4,4,4,4,5,5,5,5,4,2,5,4,5,5,0,2.0,satisfied,2025-06-24
7306,118583,Male,Loyal Customer,57,Business travel,Business,370,3,5,4,4,4,3,3,3,3,3,3,4,3,4,25,25.0,neutral or dissatisfied,2025-08-24
7307,112693,Female,Loyal Customer,27,Business travel,Business,671,3,5,5,5,3,3,3,3,2,5,2,2,2,3,3,0.0,neutral or dissatisfied,2025-01-09
7308,118515,Male,Loyal Customer,39,Business travel,Business,370,5,5,5,5,5,4,5,5,5,5,5,5,5,3,40,35.0,satisfied,2025-03-10
7309,52273,Male,disloyal Customer,49,Business travel,Eco,261,4,3,4,5,1,4,1,1,3,5,1,2,5,1,0,0.0,satisfied,2025-12-30
7310,8533,Female,Loyal Customer,22,Personal Travel,Eco Plus,862,4,4,5,3,5,5,5,5,4,5,4,4,5,5,7,6.0,neutral or dissatisfied,2023-04-06
7311,38123,Female,disloyal Customer,29,Business travel,Eco,1185,2,2,2,4,3,2,5,3,1,4,3,2,3,3,5,0.0,neutral or dissatisfied,2025-01-04
7312,65251,Male,disloyal Customer,40,Business travel,Business,190,4,4,4,2,1,4,1,1,4,3,5,5,5,1,105,102.0,satisfied,2024-01-01
7313,31245,Female,Loyal Customer,41,Personal Travel,Eco,472,1,5,1,1,3,1,3,3,5,3,1,1,2,3,7,37.0,neutral or dissatisfied,2024-07-26
7314,3515,Male,Loyal Customer,54,Business travel,Business,1552,2,2,2,2,4,4,5,4,4,4,4,3,4,4,0,8.0,satisfied,2025-03-03
7315,98645,Male,disloyal Customer,21,Business travel,Eco,861,2,2,2,4,4,2,1,4,1,5,3,1,3,4,15,0.0,neutral or dissatisfied,2023-04-05
7316,56336,Female,disloyal Customer,35,Business travel,Business,200,3,3,3,2,5,3,5,5,5,5,5,5,5,5,0,0.0,neutral or dissatisfied,2024-05-24
7317,22316,Female,Loyal Customer,33,Business travel,Eco,238,5,1,1,1,5,5,5,5,2,2,2,3,5,5,0,3.0,satisfied,2025-08-23
7318,123941,Male,Loyal Customer,65,Personal Travel,Eco,541,4,4,5,3,2,5,5,2,3,3,4,3,5,2,4,12.0,neutral or dissatisfied,2024-01-10
7319,129326,Female,Loyal Customer,39,Business travel,Business,2586,5,5,5,5,5,5,5,4,4,4,4,4,4,4,0,0.0,satisfied,2024-01-30
7320,2802,Male,Loyal Customer,70,Personal Travel,Eco,764,3,4,3,3,1,3,3,1,4,5,5,3,5,1,0,0.0,neutral or dissatisfied,2024-06-23
7321,88981,Female,Loyal Customer,32,Personal Travel,Eco,1184,3,4,3,3,1,3,1,1,4,3,4,4,5,1,0,0.0,neutral or dissatisfied,2023-04-10
7322,9496,Male,Loyal Customer,60,Business travel,Business,239,4,4,4,4,3,4,4,4,4,4,4,5,4,4,0,0.0,satisfied,2025-08-24
7323,5522,Male,disloyal Customer,26,Business travel,Business,404,4,0,4,3,2,4,2,2,5,5,5,4,5,2,0,0.0,satisfied,2024-07-05
7324,83577,Female,Loyal Customer,44,Business travel,Business,1757,2,3,3,3,5,3,2,2,2,2,2,4,2,1,5,25.0,neutral or dissatisfied,2024-01-28
7325,43992,Male,disloyal Customer,34,Business travel,Eco,334,1,3,1,1,3,1,3,3,3,1,5,1,5,3,0,14.0,neutral or dissatisfied,2023-07-20
7326,346,Male,Loyal Customer,68,Personal Travel,Eco,853,1,2,1,4,4,1,4,4,1,2,3,3,4,4,27,36.0,neutral or dissatisfied,2025-12-25
7327,42438,Male,Loyal Customer,66,Personal Travel,Eco,1119,2,2,1,3,4,1,4,4,4,4,4,3,3,4,0,0.0,neutral or dissatisfied,2025-09-20
7328,68635,Female,disloyal Customer,59,Business travel,Business,237,4,4,4,3,3,4,2,3,4,4,4,3,5,3,0,0.0,satisfied,2025-11-09
7329,20086,Female,disloyal Customer,35,Business travel,Eco,843,2,2,2,3,5,2,5,5,3,3,4,1,3,5,0,0.0,neutral or dissatisfied,2023-09-19
7330,105226,Male,disloyal Customer,41,Business travel,Business,377,1,1,1,3,1,1,1,1,5,5,5,5,5,1,17,10.0,neutral or dissatisfied,2025-05-04
7331,34452,Male,Loyal Customer,11,Personal Travel,Eco,228,5,5,0,1,5,0,5,5,4,2,4,3,5,5,0,0.0,satisfied,2025-07-07
7332,123182,Female,Loyal Customer,37,Personal Travel,Eco,631,5,2,5,4,2,5,2,2,1,2,4,4,3,2,0,0.0,satisfied,2024-01-16
7333,32334,Female,Loyal Customer,53,Business travel,Business,3210,4,4,4,4,1,3,5,4,4,4,5,1,4,1,18,15.0,satisfied,2025-01-26
7334,69807,Female,Loyal Customer,55,Business travel,Business,3787,5,5,5,5,4,5,5,4,4,4,4,5,4,4,4,2.0,satisfied,2024-08-08
7335,24883,Female,Loyal Customer,49,Business travel,Business,397,4,5,4,4,3,4,4,5,5,5,5,3,5,3,22,13.0,satisfied,2023-05-05
7336,18797,Male,Loyal Customer,44,Business travel,Business,3933,3,3,3,3,5,2,3,5,5,5,5,4,5,1,0,1.0,satisfied,2025-02-24
7337,13398,Male,Loyal Customer,17,Personal Travel,Eco,505,3,4,3,3,1,3,1,1,5,2,4,3,5,1,0,0.0,neutral or dissatisfied,2025-03-12
7338,65795,Female,Loyal Customer,40,Business travel,Business,1389,2,2,2,2,2,5,4,5,5,5,5,3,5,4,0,0.0,satisfied,2024-12-31
7339,53140,Female,Loyal Customer,46,Business travel,Eco,413,2,1,1,1,3,3,4,2,2,2,2,1,2,3,0,0.0,neutral or dissatisfied,2023-06-20
7340,1686,Male,Loyal Customer,57,Business travel,Business,2544,2,2,2,2,2,4,5,4,4,4,4,5,4,3,0,0.0,satisfied,2025-12-24
7341,55624,Female,Loyal Customer,48,Business travel,Business,1824,2,2,2,2,2,3,5,5,5,5,5,3,5,4,8,37.0,satisfied,2023-10-10
7342,96466,Female,disloyal Customer,16,Business travel,Eco,436,2,1,2,3,3,2,3,3,2,4,4,1,3,3,19,19.0,neutral or dissatisfied,2023-01-15
7343,19314,Male,Loyal Customer,24,Business travel,Business,694,3,3,3,3,3,3,3,3,2,5,4,4,3,3,12,5.0,satisfied,2025-10-28
7344,66069,Male,Loyal Customer,60,Personal Travel,Eco,1055,2,4,2,1,1,2,1,1,3,5,4,3,4,1,0,2.0,neutral or dissatisfied,2025-09-18
7345,72907,Female,Loyal Customer,59,Business travel,Business,1096,4,4,4,4,4,5,4,4,4,4,4,3,4,3,0,0.0,satisfied,2025-11-11
7346,61391,Female,disloyal Customer,30,Business travel,Business,679,4,4,4,2,1,4,1,1,3,3,4,5,4,1,0,2.0,neutral or dissatisfied,2025-05-31
7347,64214,Female,Loyal Customer,36,Business travel,Business,1660,3,3,3,3,5,4,5,4,4,4,4,5,4,5,33,45.0,satisfied,2025-03-15
7348,69777,Female,Loyal Customer,25,Business travel,Business,2454,1,1,5,1,4,5,5,4,3,5,5,5,5,5,103,99.0,satisfied,2023-09-14
7349,72915,Male,Loyal Customer,47,Business travel,Business,1089,2,2,2,2,4,4,5,5,5,5,5,5,5,4,0,0.0,satisfied,2024-04-03
7350,98486,Female,disloyal Customer,22,Business travel,Business,668,0,4,0,5,5,0,5,5,4,4,4,3,5,5,6,9.0,satisfied,2025-03-08
7351,37152,Male,disloyal Customer,46,Business travel,Business,1189,3,3,3,3,3,3,3,3,3,2,3,1,3,3,0,0.0,neutral or dissatisfied,2023-12-13
7352,49031,Female,disloyal Customer,26,Business travel,Eco,134,3,3,3,1,3,3,3,3,1,4,2,3,3,3,0,0.0,neutral or dissatisfied,2025-01-15
7353,96935,Male,disloyal Customer,35,Business travel,Eco Plus,781,3,3,3,3,4,3,4,4,2,1,2,1,2,4,49,53.0,neutral or dissatisfied,2024-07-22
7354,87013,Male,Loyal Customer,47,Business travel,Business,907,4,3,4,4,2,5,4,4,4,4,4,4,4,3,0,0.0,satisfied,2025-07-01
7355,57033,Female,Loyal Customer,53,Business travel,Business,2565,4,4,4,4,5,5,5,3,4,5,4,5,3,5,12,34.0,satisfied,2025-04-27
7356,83506,Female,Loyal Customer,58,Personal Travel,Eco,946,1,2,1,3,1,3,3,1,1,1,1,1,1,2,0,14.0,neutral or dissatisfied,2023-07-13
7357,97037,Female,disloyal Customer,26,Business travel,Business,1476,2,2,2,3,3,2,4,3,4,1,3,2,4,3,0,6.0,neutral or dissatisfied,2025-05-15
7358,51272,Male,Loyal Customer,27,Business travel,Eco Plus,86,4,3,3,3,4,4,4,4,4,1,4,1,3,4,68,74.0,neutral or dissatisfied,2025-08-11
7359,120872,Male,Loyal Customer,57,Business travel,Business,2639,1,1,1,1,5,5,4,4,4,4,4,4,4,5,0,0.0,satisfied,2024-10-25
7360,101925,Male,Loyal Customer,34,Business travel,Business,628,5,5,5,5,4,4,4,4,4,4,4,4,4,5,0,0.0,satisfied,2025-12-02
7361,104991,Female,Loyal Customer,25,Personal Travel,Eco,337,5,2,5,2,3,5,4,3,2,5,2,1,3,3,0,0.0,satisfied,2023-06-09
7362,18437,Male,disloyal Customer,24,Business travel,Business,192,5,2,5,2,1,2,1,1,3,2,4,3,4,1,2,0.0,satisfied,2023-06-14
7363,92188,Male,disloyal Customer,14,Business travel,Eco,920,3,3,3,4,4,3,4,4,3,5,2,2,4,4,0,0.0,neutral or dissatisfied,2023-03-30
7364,79045,Male,Loyal Customer,55,Business travel,Business,2797,0,5,0,3,2,4,5,3,3,3,3,4,3,3,0,0.0,satisfied,2025-08-03
7365,45680,Male,Loyal Customer,46,Business travel,Business,2821,2,2,2,2,1,4,2,4,4,4,4,1,4,3,0,0.0,satisfied,2025-05-11
7366,53461,Male,disloyal Customer,35,Business travel,Eco,811,3,3,3,3,3,1,1,3,3,4,3,1,1,1,0,0.0,neutral or dissatisfied,2023-06-28
7367,54490,Female,Loyal Customer,26,Business travel,Business,925,4,4,4,4,5,5,5,5,3,4,3,4,4,5,0,0.0,satisfied,2025-04-18
7368,52058,Male,Loyal Customer,26,Business travel,Business,2949,3,3,4,3,4,4,4,4,1,4,2,3,1,4,29,36.0,satisfied,2024-05-14
7369,79917,Female,disloyal Customer,29,Business travel,Eco,1096,3,3,3,3,3,5,5,4,3,3,4,5,3,5,137,117.0,neutral or dissatisfied,2025-11-10
7370,76734,Male,Loyal Customer,44,Personal Travel,Eco Plus,534,2,5,4,5,3,4,3,3,3,5,4,4,4,3,8,0.0,neutral or dissatisfied,2025-04-05
7371,59106,Male,Loyal Customer,57,Personal Travel,Eco,1846,3,4,3,1,1,3,1,1,3,5,4,4,5,1,18,23.0,neutral or dissatisfied,2023-07-06
7372,109970,Female,Loyal Customer,61,Personal Travel,Eco,1052,3,4,3,2,2,4,5,2,2,3,4,4,2,3,76,59.0,neutral or dissatisfied,2025-02-27
7373,14109,Male,Loyal Customer,29,Personal Travel,Eco,425,1,0,1,1,5,1,5,5,5,3,5,5,5,5,0,0.0,neutral or dissatisfied,2023-03-14
7374,9942,Female,Loyal Customer,21,Business travel,Business,534,3,3,4,3,3,3,3,3,2,3,3,4,2,3,29,23.0,neutral or dissatisfied,2024-07-16
7375,96131,Male,disloyal Customer,27,Business travel,Business,460,4,4,4,4,5,4,5,5,5,2,5,4,4,5,3,0.0,satisfied,2023-01-09
7376,80302,Male,Loyal Customer,26,Business travel,Business,2870,3,3,3,3,3,3,3,3,3,2,3,1,4,3,27,29.0,neutral or dissatisfied,2025-09-13
7377,23333,Male,Loyal Customer,57,Personal Travel,Eco,563,2,4,2,5,2,1,1,5,4,4,5,1,5,1,207,224.0,neutral or dissatisfied,2023-04-10
7378,50928,Female,Loyal Customer,64,Personal Travel,Eco,86,3,4,3,4,3,3,4,4,4,3,4,4,4,2,0,0.0,neutral or dissatisfied,2024-10-24
7379,94711,Male,Loyal Customer,43,Business travel,Business,293,4,4,4,4,3,4,4,5,5,5,5,3,5,5,0,0.0,satisfied,2023-01-06
7380,58125,Male,Loyal Customer,50,Personal Travel,Eco,589,3,4,3,3,5,3,5,5,3,2,4,5,5,5,6,13.0,neutral or dissatisfied,2023-07-02
7381,112658,Female,Loyal Customer,40,Personal Travel,Business,723,4,3,4,4,5,1,5,1,1,4,1,2,1,3,14,0.0,neutral or dissatisfied,2023-01-23
7382,91032,Male,Loyal Customer,38,Personal Travel,Eco,406,2,1,2,2,2,2,2,2,2,2,2,3,2,2,0,0.0,neutral or dissatisfied,2025-07-02
7383,95640,Male,Loyal Customer,52,Business travel,Business,2538,5,5,5,5,5,5,5,5,5,5,5,4,5,4,14,10.0,satisfied,2023-06-04
7384,6639,Male,Loyal Customer,43,Business travel,Business,416,3,3,3,3,2,5,4,5,5,5,5,3,5,3,50,56.0,satisfied,2024-04-11
7385,106769,Female,Loyal Customer,56,Personal Travel,Eco,837,3,1,3,3,4,4,3,5,5,3,5,3,5,1,0,0.0,neutral or dissatisfied,2023-10-31
7386,116552,Male,Loyal Customer,34,Personal Travel,Eco,337,3,4,5,3,3,5,3,3,1,2,4,1,4,3,10,21.0,neutral or dissatisfied,2025-02-02
7387,94747,Female,Loyal Customer,30,Business travel,Business,2382,4,5,5,5,3,3,4,3,2,3,3,3,4,3,0,4.0,neutral or dissatisfied,2023-01-27
7388,124767,Female,Loyal Customer,54,Business travel,Business,280,4,4,4,4,5,5,5,4,4,4,4,5,4,4,0,0.0,satisfied,2025-01-07
7389,61099,Male,Loyal Customer,20,Personal Travel,Eco,1506,1,3,1,3,3,1,2,3,4,3,3,4,3,3,0,0.0,neutral or dissatisfied,2025-07-06
7390,4851,Male,disloyal Customer,61,Business travel,Business,408,5,5,5,3,2,5,4,2,3,4,4,3,4,2,0,0.0,satisfied,2025-12-19
7391,76297,Female,Loyal Customer,40,Business travel,Business,2182,1,1,1,1,5,5,5,4,4,4,4,3,4,5,8,0.0,satisfied,2023-09-03
7392,78946,Female,Loyal Customer,11,Business travel,Business,3063,3,3,3,3,4,4,4,4,3,5,4,5,5,4,0,0.0,satisfied,2025-03-21
7393,59420,Female,Loyal Customer,48,Business travel,Business,2399,3,3,3,3,4,3,5,4,4,4,4,4,4,4,0,0.0,satisfied,2024-04-05
7394,24370,Female,Loyal Customer,42,Business travel,Eco,669,4,5,5,5,1,4,5,4,4,4,4,4,4,2,1,17.0,satisfied,2024-06-28
7395,80150,Male,disloyal Customer,42,Business travel,Eco,2475,3,3,3,3,3,5,5,1,4,1,3,5,3,5,1,0.0,neutral or dissatisfied,2023-09-26
7396,94154,Female,Loyal Customer,59,Business travel,Business,148,2,2,2,2,5,5,5,4,4,4,5,3,4,4,0,0.0,satisfied,2023-02-20
7397,61703,Female,Loyal Customer,44,Business travel,Business,1464,1,1,1,1,4,4,4,4,4,5,4,4,4,3,0,0.0,satisfied,2024-07-08
7398,26063,Female,disloyal Customer,51,Business travel,Business,591,1,1,1,1,3,1,3,3,3,5,4,5,5,3,3,0.0,neutral or dissatisfied,2025-03-22
7399,112305,Female,Loyal Customer,52,Business travel,Business,2245,5,5,5,5,5,4,5,4,4,4,4,3,4,5,8,9.0,satisfied,2023-06-10
7400,27462,Male,disloyal Customer,30,Business travel,Eco,987,3,3,3,3,1,3,2,1,4,2,3,4,3,1,0,0.0,neutral or dissatisfied,2025-09-08
7401,114647,Male,Loyal Customer,58,Business travel,Business,2751,1,1,1,1,2,4,4,5,5,5,5,4,5,5,0,0.0,satisfied,2023-01-28
7402,92056,Male,Loyal Customer,56,Business travel,Business,1589,5,5,5,5,4,1,3,5,5,4,5,3,5,4,0,0.0,neutral or dissatisfied,2025-07-10
7403,72043,Male,Loyal Customer,30,Business travel,Business,2556,1,1,1,1,4,4,4,4,5,4,4,5,4,4,25,38.0,satisfied,2024-01-11
7404,84440,Female,Loyal Customer,47,Business travel,Business,1574,5,5,5,5,4,4,5,5,5,5,5,4,5,5,0,0.0,satisfied,2024-12-13
7405,36911,Female,Loyal Customer,50,Business travel,Business,2001,4,3,4,4,5,3,2,4,4,4,4,5,4,2,27,50.0,satisfied,2025-11-15
7406,124296,Male,Loyal Customer,56,Business travel,Business,255,3,4,4,4,3,4,4,3,3,4,3,1,3,2,0,0.0,neutral or dissatisfied,2024-10-18
7407,29651,Male,Loyal Customer,59,Personal Travel,Eco,1448,3,1,3,3,5,3,5,5,2,5,1,2,3,5,0,0.0,neutral or dissatisfied,2024-11-15
7408,120223,Male,Loyal Customer,39,Business travel,Business,1729,2,1,2,2,4,4,4,4,4,5,4,5,4,3,0,0.0,satisfied,2023-05-10
7409,34285,Male,disloyal Customer,40,Business travel,Business,280,2,2,2,4,3,2,2,3,4,3,4,3,4,3,0,0.0,neutral or dissatisfied,2025-10-16
7410,116387,Female,Loyal Customer,33,Personal Travel,Eco,417,1,4,1,4,1,1,1,1,2,5,3,2,3,1,41,44.0,neutral or dissatisfied,2023-10-20
7411,118362,Male,disloyal Customer,23,Business travel,Business,602,0,4,0,1,4,0,4,4,3,2,4,4,5,4,0,3.0,satisfied,2023-01-17
7412,15808,Female,Loyal Customer,70,Personal Travel,Eco,282,1,5,1,5,5,1,4,2,2,1,2,4,2,1,3,0.0,neutral or dissatisfied,2024-11-15
7413,80599,Female,Loyal Customer,42,Personal Travel,Eco Plus,1747,4,4,4,4,1,4,3,1,1,4,3,3,1,2,0,0.0,neutral or dissatisfied,2024-01-10
7414,86368,Female,Loyal Customer,53,Business travel,Business,760,5,5,5,5,3,5,5,4,4,4,4,4,4,4,0,0.0,satisfied,2025-05-16
7415,62303,Male,Loyal Customer,58,Business travel,Business,236,4,4,4,4,2,4,4,5,5,5,5,3,5,3,0,0.0,satisfied,2025-06-21
7416,75292,Male,Loyal Customer,36,Business travel,Eco Plus,329,5,4,4,4,5,5,5,5,1,5,4,1,2,5,0,1.0,satisfied,2024-09-01
7417,48364,Female,Loyal Customer,72,Business travel,Business,522,1,0,0,4,1,4,3,3,3,0,1,3,3,3,0,0.0,neutral or dissatisfied,2024-07-21
7418,49675,Male,Loyal Customer,55,Business travel,Business,373,4,4,4,4,2,4,4,4,4,4,4,1,4,4,9,10.0,satisfied,2024-12-19
7419,59478,Male,disloyal Customer,30,Business travel,Business,758,1,1,1,2,3,1,3,3,3,5,4,4,4,3,10,0.0,neutral or dissatisfied,2024-08-07
